0,100val.,100test,99v,99t,98v,98t,97v,97t,95v,95t,90v,90t,85v,85t,80v,80t,75v,75t,70v,70t,60v,60t,50v,50t,40v,40t,30v,30t,20v,20t,10v,10t
o2.20,7.400,5.963,7.006,5.441,6.292,4.877,5.931,4.603,5.039,3.905,2.884,2.482,1.653,1.401,1.064,0.812,0.599,0.585,0.429,0.340,0.334,0.292,0.100,0.250,0.000,0.125,0.000,0.124,0.000,0.000,0.000,0.000,
