Epoch	Learning Rate	Train Loss	Test Loss	Train Err.	Test Err.	
109.000000	0.006250	0.623271	1.121912	12.120000	8.120000	
110.000000	0.006250	0.623989	1.116020	12.094000	8.350000	
111.000000	0.006250	0.620514	1.117239	12.120000	7.850000	
112.000000	0.006250	0.619483	1.103683	12.038000	8.260000	
113.000000	0.006250	0.619695	1.105923	12.156000	7.870000	
114.000000	0.006250	0.617643	1.101863	11.962000	7.840000	
115.000000	0.006250	0.616745	1.102675	12.044000	8.130000	
116.000000	0.006250	0.621390	1.123740	12.106000	8.190000	
117.000000	0.006250	0.616761	1.091723	11.968000	7.860000	
118.000000	0.006250	0.616309	1.121376	11.886000	8.450000	
119.000000	0.006250	0.613912	1.114427	11.836000	7.950000	
120.000000	0.006250	0.613046	1.111732	11.854000	8.130000	
121.000000	0.006250	0.615295	1.114499	12.054000	8.030000	
122.000000	0.006250	0.613147	1.098584	11.866000	8.150000	
123.000000	0.006250	0.615655	1.108447	11.874000	8.130000	
124.000000	0.006250	0.613931	1.094828	12.026000	8.150000	
125.000000	0.006250	0.614809	1.098162	11.950000	8.040000	
126.000000	0.003125	0.600134	1.084801	11.152000	7.640000	
127.000000	0.003125	0.591937	1.090445	10.678000	7.490000	
128.000000	0.003125	0.586988	1.081374	10.722000	7.700000	
129.000000	0.003125	0.584446	1.089143	10.566000	7.400000	
130.000000	0.003125	0.580415	1.095770	10.372000	7.260000	
131.000000	0.003125	0.576631	1.080865	10.230000	7.490000	
132.000000	0.003125	0.576631	1.082445	9.986000	7.610000	
133.000000	0.003125	0.575410	1.078278	10.024000	7.470000	
134.000000	0.003125	0.577590	1.086884	10.080000	7.430000	
135.000000	0.003125	0.576248	1.080983	10.128000	7.510000	
136.000000	0.003125	0.573840	1.070851	10.054000	7.430000	
137.000000	0.003125	0.569626	1.082952	9.676000	7.470000	
138.000000	0.003125	0.569728	1.069333	9.718000	7.540000	
139.000000	0.003125	0.568588	1.085068	9.814000	7.360000	
140.000000	0.003125	0.568645	1.076147	9.550000	7.330000	
141.000000	0.003125	0.568052	1.078012	9.790000	7.140000	
142.000000	0.003125	0.566577	1.077420	9.558000	7.290000	
143.000000	0.003125	0.565676	1.093708	9.548000	7.280000	
144.000000	0.003125	0.563959	1.090018	9.450000	7.230000	
145.000000	0.003125	0.565135	1.091999	9.264000	7.330000	
146.000000	0.003125	0.563610	1.070764	9.450000	7.340000	
147.000000	0.003125	0.563412	1.085248	9.442000	7.380000	
148.000000	0.003125	0.562234	1.070570	9.358000	7.570000	
149.000000	0.003125	0.561312	1.070994	9.232000	7.650000	
150.000000	0.003125	0.563335	1.068142	9.394000	7.360000	
151.000000	0.001563	0.554245	1.081236	8.942000	7.290000	
152.000000	0.001563	0.549479	1.068232	8.774000	7.100000	
153.000000	0.001563	0.546690	1.076450	8.694000	7.190000	
154.000000	0.001563	0.543764	1.069038	8.414000	6.980000	
155.000000	0.001563	0.542642	1.063562	8.346000	6.950000	
156.000000	0.001563	0.542334	1.087886	8.480000	6.780000	
157.000000	0.001563	0.539615	1.075051	8.100000	7.060000	
158.000000	0.001563	0.539279	1.077483	8.224000	7.040000	
159.000000	0.001563	0.538784	1.074292	8.102000	7.090000	
160.000000	0.001563	0.538425	1.069279	8.348000	7.090000	
161.000000	0.001563	0.534665	1.075229	8.032000	6.950000	
162.000000	0.001563	0.534780	1.069919	8.060000	6.860000	
163.000000	0.001563	0.534300	1.076888	7.946000	7.040000	
164.000000	0.001563	0.532399	1.074583	7.970000	6.970000	
165.000000	0.001563	0.532718	1.078790	7.900000	6.930000	
166.000000	0.001563	0.531182	1.083126	7.810000	7.070000	
167.000000	0.001563	0.530025	1.054514	7.784000	6.900000	
168.000000	0.001563	0.530317	1.077328	7.726000	6.950000	
169.000000	0.001563	0.526798	1.071370	7.396000	6.910000	
170.000000	0.001563	0.526942	1.065413	7.592000	6.780000	
171.000000	0.001563	0.525483	1.071968	7.438000	6.880000	
172.000000	0.001563	0.527936	1.073168	7.564000	6.910000	
173.000000	0.001563	0.526196	1.078718	7.492000	6.870000	
174.000000	0.001563	0.525810	1.070599	7.388000	6.780000	
175.000000	0.001563	0.525369	1.072842	7.532000	6.700000	
176.000000	0.000781	0.518889	1.064137	7.138000	6.750000	
177.000000	0.000781	0.517743	1.075157	7.126000	6.700000	
178.000000	0.000781	0.514683	1.070856	6.954000	6.570000	
179.000000	0.000781	0.513221	1.066884	6.876000	6.890000	
180.000000	0.000781	0.514562	1.073665	6.920000	6.800000	
181.000000	0.000781	0.510704	1.070627	6.680000	6.750000	
182.000000	0.000781	0.509721	1.068353	6.664000	6.600000	
183.000000	0.000781	0.510027	1.075728	6.818000	6.690000	
184.000000	0.000781	0.508949	1.071086	6.600000	6.610000	
185.000000	0.000781	0.510229	1.074091	6.792000	6.490000	
186.000000	0.000781	0.507506	1.070541	6.650000	6.580000	
187.000000	0.000781	0.507759	1.074818	6.560000	6.540000	
188.000000	0.000781	0.505562	1.074683	6.696000	6.470000	
189.000000	0.000781	0.505376	1.068094	6.634000	6.500000	
190.000000	0.000781	0.504258	1.073258	6.314000	6.540000	
191.000000	0.000781	0.503967	1.077242	6.344000	6.580000	
192.000000	0.000781	0.503716	1.076946	6.460000	6.740000	
193.000000	0.000781	0.500816	1.070168	6.236000	6.730000	
194.000000	0.000781	0.501186	1.070404	6.286000	6.630000	
195.000000	0.000781	0.499493	1.074270	6.128000	6.720000	
196.000000	0.000781	0.499964	1.077978	6.132000	6.450000	
197.000000	0.000781	0.499047	1.082670	6.240000	6.470000	
198.000000	0.000781	0.498953	1.072752	6.192000	6.590000	
199.000000	0.000781	0.495081	1.074098	5.796000	6.600000	
200.000000	0.000781	0.497939	1.075845	6.232000	6.740000	
201.000000	0.000391	0.494106	1.079202	5.866000	6.550000	
202.000000	0.000391	0.493213	1.079710	5.866000	6.610000	
203.000000	0.000391	0.490869	1.070843	5.852000	6.550000	
204.000000	0.000391	0.490023	1.081965	5.756000	6.590000	
205.000000	0.000391	0.489180	1.076535	5.802000	6.500000	
206.000000	0.000391	0.489288	1.075087	5.738000	6.550000	
207.000000	0.000391	0.488344	1.076195	5.692000	6.480000	
208.000000	0.000391	0.489050	1.076035	5.804000	6.630000	
209.000000	0.000391	0.486882	1.069924	5.608000	6.520000	
210.000000	0.000391	0.485764	1.068322	5.584000	6.600000	
211.000000	0.000391	0.486356	1.080981	5.686000	6.540000	
212.000000	0.000391	0.482929	1.078490	5.460000	6.430000	
213.000000	0.000391	0.483213	1.078207	5.358000	6.590000	
214.000000	0.000391	0.484574	1.077815	5.580000	6.610000	
215.000000	0.000391	0.483420	1.077380	5.524000	6.500000	
216.000000	0.000391	0.482124	1.084060	5.620000	6.450000	
217.000000	0.000391	0.482090	1.085221	5.516000	6.550000	
218.000000	0.000391	0.481528	1.073991	5.344000	6.390000	
219.000000	0.000391	0.480725	1.083386	5.288000	6.550000	
220.000000	0.000391	0.478204	1.084200	5.140000	6.530000	
221.000000	0.000391	0.477203	1.078476	5.204000	6.530000	
222.000000	0.000391	0.477064	1.081584	5.262000	6.550000	
223.000000	0.000391	0.478271	1.084264	5.288000	6.460000	
224.000000	0.000391	0.478556	1.087552	5.342000	6.540000	
225.000000	0.000391	0.475006	1.080885	5.158000	6.490000	
226.000000	0.000195	0.474651	1.087978	5.102000	6.510000	
227.000000	0.000195	0.473331	1.085855	5.112000	6.420000	
228.000000	0.000195	0.473644	1.082994	5.122000	6.280000	
229.000000	0.000195	0.474373	1.083033	5.148000	6.300000	
230.000000	0.000195	0.474739	1.083881	5.106000	6.440000	
231.000000	0.000195	0.470016	1.086014	4.876000	6.310000	
232.000000	0.000195	0.470964	1.085977	5.012000	6.490000	
233.000000	0.000195	0.470139	1.087618	4.982000	6.490000	
234.000000	0.000195	0.468886	1.086451	4.976000	6.370000	
235.000000	0.000195	0.469452	1.093021	4.910000	6.380000	
236.000000	0.000195	0.468971	1.093390	4.956000	6.370000	
237.000000	0.000195	0.469701	1.091002	5.062000	6.350000	
238.000000	0.000195	0.467532	1.088686	4.864000	6.360000	
239.000000	0.000195	0.467241	1.088031	4.824000	6.370000	
240.000000	0.000195	0.465173	1.091495	4.824000	6.510000	
241.000000	0.000195	0.465007	1.090907	4.678000	6.370000	
242.000000	0.000195	0.465377	1.090436	4.796000	6.480000	
243.000000	0.000195	0.464373	1.097684	4.710000	6.440000	
244.000000	0.000195	0.466681	1.095063	4.878000	6.300000	
245.000000	0.000195	0.464569	1.096241	4.830000	6.360000	
246.000000	0.000195	0.462821	1.099143	4.716000	6.350000	
247.000000	0.000195	0.463069	1.092008	4.686000	6.380000	
248.000000	0.000195	0.460909	1.096977	4.608000	6.390000	
249.000000	0.000195	0.459790	1.098657	4.600000	6.440000	
250.000000	0.000195	0.461432	1.097631	4.650000	6.310000	
251.000000	0.000098	0.458865	1.093575	4.542000	6.440000	
252.000000	0.000098	0.458502	1.097549	4.520000	6.450000	
253.000000	0.000098	0.458569	1.101129	4.580000	6.430000	
254.000000	0.000098	0.457827	1.096428	4.544000	6.460000	
255.000000	0.000098	0.457985	1.097464	4.534000	6.440000	
256.000000	0.000098	0.457508	1.097590	4.452000	6.500000	
257.000000	0.000098	0.456993	1.102156	4.472000	6.430000	
258.000000	0.000098	0.456703	1.097226	4.418000	6.460000	
259.000000	0.000098	0.456901	1.097444	4.534000	6.400000	
260.000000	0.000098	0.454412	1.097915	4.346000	6.490000	
261.000000	0.000098	0.454049	1.101680	4.384000	6.450000	
262.000000	0.000098	0.454340	1.101210	4.418000	6.450000	
263.000000	0.000098	0.454332	1.099576	4.328000	6.400000	
264.000000	0.000098	0.456034	1.100701	4.558000	6.330000	
265.000000	0.000098	0.453992	1.102420	4.292000	6.450000	
266.000000	0.000098	0.454257	1.098365	4.494000	6.450000	
267.000000	0.000098	0.452996	1.101704	4.404000	6.380000	
268.000000	0.000098	0.449826	1.105581	4.334000	6.360000	
269.000000	0.000098	0.451977	1.102912	4.286000	6.290000	
270.000000	0.000098	0.452800	1.103503	4.432000	6.380000	
271.000000	0.000098	0.451170	1.104631	4.376000	6.310000	
272.000000	0.000098	0.450168	1.105943	4.276000	6.320000	
273.000000	0.000098	0.451266	1.103867	4.244000	6.300000	
274.000000	0.000098	0.450862	1.106231	4.288000	6.270000	
275.000000	0.000098	0.450043	1.104671	4.348000	6.290000	
276.000000	0.000049	0.449762	1.105016	4.306000	6.380000	
277.000000	0.000049	0.448285	1.104377	4.252000	6.380000	
278.000000	0.000049	0.446903	1.108755	4.096000	6.340000	
279.000000	0.000049	0.447320	1.104875	4.168000	6.330000	
280.000000	0.000049	0.446046	1.103889	4.048000	6.230000	
281.000000	0.000049	0.445819	1.108658	4.178000	6.400000	
282.000000	0.000049	0.447342	1.107382	4.296000	6.390000	
283.000000	0.000049	0.446642	1.113455	4.196000	6.270000	
284.000000	0.000049	0.443833	1.110520	4.058000	6.330000	
285.000000	0.000049	0.445564	1.106024	4.244000	6.340000	
286.000000	0.000049	0.445116	1.110991	4.188000	6.350000	
287.000000	0.000049	0.444288	1.109640	4.236000	6.310000	
288.000000	0.000049	0.444106	1.111488	4.062000	6.350000	
289.000000	0.000049	0.442536	1.109067	4.116000	6.330000	
290.000000	0.000049	0.443974	1.116409	4.068000	6.230000	
291.000000	0.000049	0.440146	1.111233	3.938000	6.230000	
292.000000	0.000049	0.441969	1.108697	4.028000	6.420000	
293.000000	0.000049	0.442575	1.110138	4.094000	6.290000	
294.000000	0.000049	0.441571	1.113576	4.160000	6.270000	
295.000000	0.000049	0.442775	1.111711	4.064000	6.300000	
296.000000	0.000049	0.439250	1.107984	4.028000	6.430000	
297.000000	0.000049	0.443020	1.114483	4.160000	6.350000	
298.000000	0.000049	0.439968	1.112637	4.072000	6.340000	
299.000000	0.000049	0.439315	1.115822	4.018000	6.360000	
300.000000	0.000049	0.439085	1.118888	3.980000	6.330000	
