Epoch	Learning Rate	Train Loss	Test Loss	Train Err.	Test Err.	
72.000000	0.025000	0.770051	1.253773	17.812000	11.600000	
73.000000	0.025000	0.771690	1.235548	17.874000	10.790000	
74.000000	0.025000	0.765329	1.270879	17.796000	11.510000	
75.000000	0.025000	0.766721	1.239974	17.972000	10.830000	
76.000000	0.012500	0.722898	1.203915	15.936000	9.610000	
77.000000	0.012500	0.706474	1.221021	15.232000	9.230000	
78.000000	0.012500	0.699112	1.215056	14.948000	9.560000	
79.000000	0.012500	0.696265	1.200755	14.772000	9.330000	
80.000000	0.012500	0.690801	1.199222	14.546000	9.370000	
81.000000	0.012500	0.689634	1.200767	14.842000	9.200000	
82.000000	0.012500	0.688550	1.203639	14.426000	9.710000	
83.000000	0.012500	0.686690	1.193811	14.534000	9.310000	
84.000000	0.012500	0.688926	1.144190	14.830000	9.200000	
85.000000	0.012500	0.689360	1.191691	14.760000	9.370000	
86.000000	0.012500	0.688164	1.184284	14.692000	9.240000	
87.000000	0.012500	0.684170	1.139339	14.436000	9.480000	
88.000000	0.012500	0.688123	1.158629	14.576000	9.540000	
89.000000	0.012500	0.681866	1.175371	14.708000	9.510000	
90.000000	0.012500	0.684572	1.184418	14.754000	9.610000	
91.000000	0.012500	0.689552	1.114893	14.792000	9.670000	
92.000000	0.012500	0.683232	1.162913	14.772000	9.190000	
93.000000	0.012500	0.684308	1.168291	14.812000	9.150000	
94.000000	0.012500	0.683248	1.134265	14.740000	9.100000	
95.000000	0.012500	0.685700	1.167943	15.028000	9.320000	
96.000000	0.012500	0.684990	1.159646	15.128000	9.430000	
97.000000	0.012500	0.684827	1.130673	15.332000	9.260000	
98.000000	0.012500	0.681782	1.146149	15.012000	9.070000	
99.000000	0.012500	0.679867	1.160093	14.698000	8.890000	
100.000000	0.012500	0.683711	1.125400	14.956000	9.180000	
101.000000	0.006250	0.656587	1.120662	13.830000	8.690000	
102.000000	0.006250	0.642992	1.123987	13.316000	8.410000	
103.000000	0.006250	0.640578	1.131637	13.112000	8.070000	
104.000000	0.006250	0.632841	1.135898	12.708000	8.430000	
105.000000	0.006250	0.630295	1.143192	12.774000	8.350000	
106.000000	0.006250	0.630651	1.129356	12.494000	8.190000	
107.000000	0.006250	0.628901	1.090890	12.548000	8.020000	
108.000000	0.006250	0.624883	1.115294	12.282000	7.800000	
109.000000	0.006250	0.623356	1.105853	12.236000	8.140000	
110.000000	0.006250	0.622437	1.111383	12.170000	8.130000	
111.000000	0.006250	0.619643	1.114081	11.948000	8.290000	
112.000000	0.006250	0.621771	1.109442	12.090000	8.560000	
113.000000	0.006250	0.621338	1.113302	12.172000	8.320000	
114.000000	0.006250	0.619021	1.099809	12.016000	7.980000	
115.000000	0.006250	0.618479	1.116476	12.064000	8.150000	
116.000000	0.006250	0.618310	1.115140	12.134000	8.050000	
117.000000	0.006250	0.617838	1.070878	12.056000	7.960000	
118.000000	0.006250	0.620002	1.103467	12.090000	8.020000	
119.000000	0.006250	0.615719	1.109089	11.982000	8.250000	
120.000000	0.006250	0.613862	1.100698	12.002000	7.810000	
121.000000	0.006250	0.616988	1.110570	12.208000	7.900000	
122.000000	0.006250	0.613630	1.111561	11.876000	8.340000	
123.000000	0.006250	0.614249	1.094159	11.826000	8.210000	
124.000000	0.006250	0.612470	1.099455	11.848000	8.080000	
125.000000	0.006250	0.616115	1.107646	12.068000	8.020000	
126.000000	0.003125	0.597677	1.087537	11.064000	7.720000	
127.000000	0.003125	0.589425	1.079945	10.866000	7.400000	
128.000000	0.003125	0.589738	1.102530	10.746000	7.540000	
129.000000	0.003125	0.584114	1.095876	10.504000	7.660000	
130.000000	0.003125	0.582518	1.102333	10.372000	7.280000	
131.000000	0.003125	0.580841	1.080498	10.450000	7.270000	
132.000000	0.003125	0.579909	1.076504	10.284000	7.080000	
133.000000	0.003125	0.578836	1.079495	10.276000	7.310000	
134.000000	0.003125	0.575541	1.085674	10.056000	7.470000	
135.000000	0.003125	0.574336	1.093050	9.906000	7.190000	
136.000000	0.003125	0.572014	1.077740	9.808000	7.210000	
137.000000	0.003125	0.572870	1.090453	9.964000	7.460000	
138.000000	0.003125	0.570802	1.072138	9.530000	7.390000	
139.000000	0.003125	0.572033	1.079623	9.870000	7.250000	
140.000000	0.003125	0.569070	1.071822	9.784000	7.460000	
141.000000	0.003125	0.567558	1.098619	9.708000	7.270000	
142.000000	0.003125	0.567438	1.087506	9.542000	7.280000	
143.000000	0.003125	0.567730	1.070100	9.768000	7.310000	
144.000000	0.003125	0.566308	1.103996	9.516000	7.400000	
145.000000	0.003125	0.565823	1.074610	9.556000	7.360000	
146.000000	0.003125	0.566931	1.074403	9.504000	7.500000	
147.000000	0.003125	0.565632	1.075326	9.438000	7.350000	
148.000000	0.003125	0.561274	1.083797	9.254000	7.370000	
149.000000	0.003125	0.562159	1.080415	9.308000	7.180000	
150.000000	0.003125	0.559914	1.071772	9.330000	7.550000	
151.000000	0.001563	0.553726	1.078782	8.790000	7.200000	
152.000000	0.001563	0.547846	1.065260	8.600000	7.040000	
153.000000	0.001563	0.547777	1.080743	8.614000	7.010000	
154.000000	0.001563	0.544950	1.078352	8.552000	6.950000	
155.000000	0.001563	0.543243	1.071209	8.466000	6.920000	
156.000000	0.001563	0.542677	1.077981	8.362000	6.960000	
157.000000	0.001563	0.541882	1.069646	8.314000	6.990000	
158.000000	0.001563	0.541208	1.071111	8.426000	6.870000	
159.000000	0.001563	0.539192	1.067187	8.198000	6.890000	
160.000000	0.001563	0.537934	1.058779	8.032000	6.960000	
161.000000	0.001563	0.535614	1.076497	8.108000	7.040000	
162.000000	0.001563	0.534707	1.074274	8.066000	6.920000	
163.000000	0.001563	0.535062	1.074947	7.946000	6.880000	
164.000000	0.001563	0.534018	1.086720	7.790000	6.880000	
165.000000	0.001563	0.534081	1.073050	7.806000	6.800000	
166.000000	0.001563	0.531050	1.075576	7.738000	6.840000	
167.000000	0.001563	0.529266	1.077941	7.676000	6.850000	
168.000000	0.001563	0.531161	1.068007	7.848000	6.870000	
169.000000	0.001563	0.529069	1.067046	7.604000	6.770000	
170.000000	0.001563	0.525861	1.066771	7.550000	6.820000	
171.000000	0.001563	0.526506	1.072732	7.556000	6.910000	
172.000000	0.001563	0.526903	1.065250	7.418000	6.880000	
173.000000	0.001563	0.525589	1.078491	7.584000	7.060000	
174.000000	0.001563	0.523333	1.067155	7.446000	6.680000	
175.000000	0.001563	0.524353	1.074193	7.324000	6.870000	
176.000000	0.000781	0.520026	1.058825	6.946000	6.820000	
177.000000	0.000781	0.517455	1.071011	7.182000	6.830000	
178.000000	0.000781	0.516617	1.068820	7.140000	6.690000	
179.000000	0.000781	0.512913	1.070855	6.866000	6.800000	
180.000000	0.000781	0.512189	1.071718	6.826000	6.640000	
181.000000	0.000781	0.514169	1.067504	6.876000	6.700000	
182.000000	0.000781	0.510115	1.067956	6.716000	6.730000	
183.000000	0.000781	0.511483	1.069657	6.718000	6.680000	
184.000000	0.000781	0.507958	1.067519	6.760000	6.430000	
185.000000	0.000781	0.508900	1.076590	6.688000	6.500000	
186.000000	0.000781	0.508790	1.076535	6.780000	6.750000	
187.000000	0.000781	0.503544	1.071945	6.420000	6.590000	
188.000000	0.000781	0.507531	1.075304	6.674000	6.520000	
189.000000	0.000781	0.507816	1.079367	6.496000	6.570000	
190.000000	0.000781	0.503307	1.074705	6.466000	6.620000	
191.000000	0.000781	0.503617	1.073094	6.570000	6.660000	
192.000000	0.000781	0.502907	1.079921	6.462000	6.570000	
193.000000	0.000781	0.501524	1.059545	6.258000	6.630000	
194.000000	0.000781	0.502717	1.066374	6.564000	6.700000	
195.000000	0.000781	0.500546	1.076733	6.350000	6.570000	
196.000000	0.000781	0.500283	1.072483	6.200000	6.570000	
197.000000	0.000781	0.498753	1.081184	6.258000	6.630000	
198.000000	0.000781	0.496458	1.080077	6.130000	6.630000	
199.000000	0.000781	0.496722	1.076067	6.150000	6.510000	
200.000000	0.000781	0.497712	1.080225	6.132000	6.620000	
201.000000	0.000391	0.497080	1.078787	6.166000	6.590000	
202.000000	0.000391	0.493832	1.083805	6.002000	6.730000	
203.000000	0.000391	0.492259	1.080714	5.908000	6.690000	
204.000000	0.000391	0.490516	1.072059	5.766000	6.470000	
205.000000	0.000391	0.491211	1.082699	5.860000	6.600000	
206.000000	0.000391	0.491021	1.075340	5.914000	6.610000	
207.000000	0.000391	0.489440	1.074219	5.776000	6.640000	
208.000000	0.000391	0.486652	1.079626	5.576000	6.550000	
209.000000	0.000391	0.485987	1.075856	5.590000	6.640000	
210.000000	0.000391	0.486280	1.085263	5.688000	6.660000	
211.000000	0.000391	0.486766	1.075487	5.640000	6.580000	
212.000000	0.000391	0.484271	1.083860	5.552000	6.530000	
213.000000	0.000391	0.484703	1.078075	5.604000	6.440000	
214.000000	0.000391	0.482697	1.085128	5.592000	6.500000	
215.000000	0.000391	0.483569	1.077609	5.422000	6.360000	
216.000000	0.000391	0.483381	1.084753	5.588000	6.450000	
217.000000	0.000391	0.481531	1.078945	5.392000	6.370000	
218.000000	0.000391	0.478202	1.080393	5.228000	6.430000	
219.000000	0.000391	0.481427	1.086132	5.456000	6.440000	
220.000000	0.000391	0.477531	1.084021	5.314000	6.450000	
221.000000	0.000391	0.479338	1.085025	5.322000	6.560000	
222.000000	0.000391	0.479050	1.085377	5.320000	6.370000	
223.000000	0.000391	0.476725	1.080384	5.136000	6.360000	
224.000000	0.000391	0.476125	1.083035	5.154000	6.460000	
225.000000	0.000391	0.477162	1.089878	5.306000	6.330000	
226.000000	0.000195	0.474514	1.087454	5.144000	6.280000	
227.000000	0.000195	0.473885	1.084941	5.142000	6.360000	
228.000000	0.000195	0.472390	1.090905	5.068000	6.350000	
229.000000	0.000195	0.472974	1.092783	5.136000	6.340000	
230.000000	0.000195	0.470019	1.089132	4.978000	6.270000	
231.000000	0.000195	0.471958	1.087218	5.122000	6.250000	
232.000000	0.000195	0.472322	1.090263	5.048000	6.280000	
233.000000	0.000195	0.470344	1.088542	4.860000	6.390000	
234.000000	0.000195	0.471438	1.091955	5.010000	6.320000	
235.000000	0.000195	0.467087	1.091140	4.820000	6.330000	
236.000000	0.000195	0.469393	1.094839	4.984000	6.300000	
237.000000	0.000195	0.466969	1.091156	4.956000	6.390000	
238.000000	0.000195	0.469091	1.088784	4.974000	6.300000	
239.000000	0.000195	0.465585	1.091459	4.880000	6.300000	
240.000000	0.000195	0.466454	1.090488	4.904000	6.310000	
241.000000	0.000195	0.466602	1.089748	4.812000	6.260000	
242.000000	0.000195	0.466415	1.093135	4.798000	6.320000	
243.000000	0.000195	0.465432	1.092160	4.788000	6.300000	
244.000000	0.000195	0.465049	1.095706	4.934000	6.230000	
245.000000	0.000195	0.465251	1.094808	4.760000	6.320000	
246.000000	0.000195	0.463496	1.092878	4.760000	6.330000	
247.000000	0.000195	0.461918	1.092507	4.760000	6.350000	
248.000000	0.000195	0.460350	1.097420	4.632000	6.210000	
249.000000	0.000195	0.461598	1.090838	4.660000	6.260000	
250.000000	0.000195	0.462256	1.098341	4.726000	6.290000	
251.000000	0.000098	0.458377	1.091001	4.470000	6.350000	
252.000000	0.000098	0.460649	1.097957	4.740000	6.420000	
253.000000	0.000098	0.457806	1.098162	4.514000	6.350000	
254.000000	0.000098	0.456677	1.099142	4.478000	6.330000	
255.000000	0.000098	0.457851	1.100993	4.542000	6.310000	
256.000000	0.000098	0.458748	1.100180	4.556000	6.270000	
257.000000	0.000098	0.459055	1.097256	4.540000	6.390000	
258.000000	0.000098	0.457163	1.099906	4.434000	6.400000	
259.000000	0.000098	0.455973	1.097270	4.460000	6.370000	
260.000000	0.000098	0.456004	1.096603	4.464000	6.330000	
261.000000	0.000098	0.458174	1.103598	4.594000	6.390000	
262.000000	0.000098	0.455122	1.102658	4.432000	6.340000	
263.000000	0.000098	0.455153	1.102812	4.494000	6.350000	
264.000000	0.000098	0.453302	1.095987	4.398000	6.270000	
265.000000	0.000098	0.454024	1.100202	4.438000	6.280000	
266.000000	0.000098	0.454027	1.104360	4.462000	6.280000	
267.000000	0.000098	0.451581	1.108655	4.342000	6.340000	
268.000000	0.000098	0.453760	1.104479	4.476000	6.320000	
269.000000	0.000098	0.451386	1.102940	4.282000	6.280000	
270.000000	0.000098	0.451535	1.104257	4.308000	6.300000	
271.000000	0.000098	0.451027	1.104537	4.360000	6.330000	
272.000000	0.000098	0.451949	1.109946	4.268000	6.370000	
273.000000	0.000098	0.449672	1.101092	4.360000	6.330000	
274.000000	0.000098	0.451010	1.110784	4.392000	6.300000	
275.000000	0.000098	0.450063	1.104863	4.246000	6.290000	
276.000000	0.000049	0.449791	1.103820	4.352000	6.330000	
277.000000	0.000049	0.449931	1.111406	4.354000	6.300000	
278.000000	0.000049	0.449664	1.107454	4.278000	6.320000	
279.000000	0.000049	0.449892	1.108097	4.394000	6.300000	
280.000000	0.000049	0.447567	1.104609	4.270000	6.290000	
281.000000	0.000049	0.446665	1.109294	4.068000	6.260000	
282.000000	0.000049	0.446345	1.110944	4.126000	6.230000	
283.000000	0.000049	0.447657	1.109044	4.178000	6.280000	
284.000000	0.000049	0.447051	1.110032	4.306000	6.210000	
285.000000	0.000049	0.443738	1.110749	4.018000	6.120000	
286.000000	0.000049	0.443339	1.108123	4.088000	6.230000	
287.000000	0.000049	0.445476	1.111207	4.234000	6.240000	
288.000000	0.000049	0.443236	1.112037	4.048000	6.200000	
289.000000	0.000049	0.443867	1.111555	4.068000	6.220000	
290.000000	0.000049	0.444170	1.109074	4.186000	6.250000	
291.000000	0.000049	0.444748	1.111885	4.232000	6.240000	
292.000000	0.000049	0.445370	1.113453	4.240000	6.290000	
293.000000	0.000049	0.442147	1.112024	3.982000	6.280000	
294.000000	0.000049	0.441949	1.113216	4.146000	6.200000	
295.000000	0.000049	0.443520	1.112655	4.144000	6.290000	
296.000000	0.000049	0.443046	1.114111	4.180000	6.160000	
297.000000	0.000049	0.441461	1.117093	3.974000	6.090000	
298.000000	0.000049	0.440915	1.116396	4.038000	6.230000	
299.000000	0.000049	0.439712	1.112261	4.014000	6.230000	
300.000000	0.000049	0.439966	1.113841	3.992000	6.250000	
